title,author,genre,image
Duga Sivić,Lora Elen Anderson,Komična fantastika,https://laguna.rs/_img/korice/5828/duga_sivic-lora_elen_anderson_s.jpg
Pod punom parom,Teri Pračet,Komična fantastika,https://laguna.rs/_img/korice/5675/pod_punom_parom-teri_pracet_s.jpg
Pokretne slike,Teri Pračet,Komična fantastika,https://laguna.rs/_img/korice/9/pokretne_slike-teri_pracet_s.jpg
Komplet – Okean od papira,Zoran Penevski,Komična fantastika,https://laguna.rs/_img/korice/5538/komplet_okean_od_papira-zoran_penevski_s.jpg
Piramide,Teri Pračet,Komična fantastika,https://laguna.rs/_img/korice/7/piramide-teri_pracet_s.jpg
Knjižara zabranjenih knjiga,Mark Levi,Komedija,https://laguna.rs/_img/korice/6881/knjizara_zabranjenih_knjiga-mark_levi_s.png
Slika s morem,Fredrik Bakman,Komedija,https://laguna.rs/_img/korice/6864/slika_s_morem_s.png
Zimovnik,Teri Pračet,Komedija,https://laguna.rs/_img/korice/6825/zimovnik_s.jpg
Majčinstvo,Šila Heti,Komedija,https://laguna.rs/_img/korice/6722/majcinstvo-sila_heti_s.jpg
Beogradski gubitnik,Branislav Bjelica,Komedija,https://laguna.rs/_img/korice/6757/beogradski_gubitnik-branislav_bjelica_s.png
Dani umiruće svetlosti,Ojgen Ruge,Komedija,https://laguna.rs/_img/korice/6758/dani_umiruce_svetlosti-ojgen_ruge_s.png
Nepodnošljiva lakoća postojanja,Milan Kundera,Komedija,https://laguna.rs/_img/korice/6686/nepodnosljiva_lakoca_postojanja_s.png
Povrede na radu - Potpisan primerak,Marko Vidojković,Komedija,https://laguna.rs/_img/korice/6679/povrede_na_radu_-_potpisan_primerak-marko_vidojkovic_s.png
Povrede na radu,Marko Vidojković,Komedija,https://laguna.rs/_img/korice/6620/povrede_na_radu_s.png
Otkačena škola 8,Branko Vuković,Komedija,https://laguna.rs/_img/korice/6520/otkacena_skola_8-branko_vukovic_s.png
Prisutnost,Ježi Kosinjski,Komedija,https://laguna.rs/_img/korice/6487/prisutnost-jezi_kosinjski_s.png
Novi jadi mladoga V.,Ulrih Plencdorf,Komedija,https://laguna.rs/_img/korice/6422/novi_jadi_mladoga_v-ulrih_plencdorf_s.png
Ljubav mog večnog života,Kersti Grinvud,Komedija,https://laguna.rs/_img/korice/6371/ljubav_mog_vecnog_zivota-kersti_grinvud_s.png
Zločinački manifest,Kolson Vajthed,Komedija,https://laguna.rs/_img/korice/6373/zlocinacki_manifest-kolson_vajthed_s.png
Narator je konačno progovorio,Srđan Valjarević,Komedija,https://laguna.rs/_img/korice/6407/narator_je_konacno_progovorio-srdjan_valjarevic_s.png
Muškarac u izvesnim godinama - novo dopunjeno izdanje,Vanja Bulić,Komedija,https://laguna.rs/_img/korice/6401/muskarac_u_izvesnim_godinama_-_novo_dopunjeno_izdanje-vanja_bulic_s.png
Obična glupava ljubavna priča,Kejtlin Dojl,Komedija,https://laguna.rs/_img/korice/6303/obicna_glupava_ljubavna_prica_s.jpg
Zenova savest,Italo Zvevo,Komedija,https://laguna.rs/_img/korice/6307/zenova_savest-italo_zvevo_s.png
Nada,Ante Tomić,Komedija,https://laguna.rs/_img/korice/6308/nada-ante_tomic_s.jpg
Smešne ljubavi,Milan Kundera,Komedija,https://laguna.rs/_img/korice/6162/smesne_ljubavi_s.jpg
Kuća mišića: Pozorište,Karina Šapman,Knjige za decu,https://laguna.rs/_img/korice/6985/kuca_misica_pozoriste_s.jpg
Kuća mišića: Sem i Julija,Karina Šapman,Knjige za decu,https://laguna.rs/_img/korice/6984/kuca_misica_sem_i_julija-karina_sapman_s.jpg
Kuća mišića: Luna-park,Karina Šapman,Knjige za decu,https://laguna.rs/_img/korice/6986/kuca_misica_luna-park_s.jpg
Mina Namćorić – Morske čarolije,Amelija Vileta,Knjige za decu,https://laguna.rs/_img/korice/6952/mina_namcoric_morske_carolije-amelija_vileta_s.png
Mina Namćorić – Šta ću biti kad porastem,Amelija Vileta,Knjige za decu,https://laguna.rs/_img/korice/6953/mina_namcoric_sta_cu_biti_kad_porastem-amelija_vileta_s.png
Slikovnica – Škola radosti gospođice Mile,Grupa autora,Knjige za decu,https://laguna.rs/_img/korice/6774/slikovnica_skola_radosti_gospodjice_mile-grupa_autora_s.png
Moša pismonoša,Kler Pauel,Knjige za decu,https://laguna.rs/_img/korice/6945/mosa_pismonosa-kler_pauel_s.jpg
Škola magičnih životinja 2: Sve rupa do rupe!,Margit Auer,Knjige za decu,https://laguna.rs/_img/korice/6934/skola_magicnih_zivotinja_2_sve_rupa_do_rupe_s.jpg
Slikovnica – E baš mogu!,Grupa autora,Knjige za decu,https://laguna.rs/_img/korice/6772/slikovnica_e_bas_mogu-grupa_autora_s.jpg
Zaista kratko putovanje kroz telo,Bil Brajson,Knjige za decu,https://laguna.rs/_img/korice/6935/zaista_kratko_putovanje_kroz_telo_s.jpg
Miš zvani Dobrilo,Džo Tod-Stenton,Knjige za decu,https://laguna.rs/_img/korice/6804/mis_zvani_dobrilo-dzo_tod-stenton_s.jpg
Slikovnica – Nikuda,Kris Sonders,Knjige za decu,https://laguna.rs/_img/korice/6788/slikovnica_nikuda_s.png
Slikovnica – Veruj,Kris Sonders,Knjige za decu,https://laguna.rs/_img/korice/6789/slikovnica_veruj-kris_sonders_s.png
Fairy tales: The Fourth Seven,Uroš Petrović,Knjige za decu,https://laguna.rs/_img/korice/6841/fairytales_the_fourth_seven-uros_petrovic_s.png
Zov divljine,Džek London,Knjige za decu,https://laguna.rs/_img/korice/6879/zov_divljine-dzek_london_s.jpg
Slikovnica – Vitez Sovuljak i Ptica Ranoranilica,Kristofer Denis,Knjige za decu,https://laguna.rs/_img/korice/6893/slikovnica_vitez_sovuljak_i_ptica_ranoranilica-kristofer_denis_s.png
"Tom Gejts – Moj školski projekat: Porodica, prijatelji i pravi dlakavci",Liz Pišon,Knjige za decu,https://laguna.rs/_img/korice/6865/tom_gejts_moj_skolski_projekat_porodica_prijatelji_i_pravi_dlakavci-liz_pison_s.png
Bajke: Četvrtih sedam – latinica,Uroš Petrović,Knjige za decu,https://laguna.rs/_img/korice/6839/bajke_cetvrtih_sedam_latinica-uros_petrovic_s.png
Disney: Diznilend avantura - knjiga aktivnosti sa nalepnicama,Grupa autora,Knjige za decu,https://laguna.rs/_img/korice/6652/diznilend_avantura_knjiga_aktivnosti_sa_nalepnicama_s.png
Disney: Moja prva knjiga sa prozorčićima,Grupa autora,Knjige za decu,https://laguna.rs/_img/korice/6651/disney_moja_prva_knjiga_sa_prozorcicima-grupa_autora_s.png
Zov divljine,Džek London,Klasici,https://laguna.rs/_img/korice/6879/zov_divljine-dzek_london_s.jpg
Drame,Borisav Stanković,Klasici,https://laguna.rs/_img/korice/6815/drame_s.jpg
Dodsvort,Sinkler Luis,Klasici,https://laguna.rs/_img/korice/6714/dodsvort-sinkler_luis_s.jpg
Zapisi iz mrtvog doma,Fjodor Mihailovič Dostojevski,Klasici,https://laguna.rs/_img/korice/6750/zapisi_iz_mrtvog_doma-fjodor_mihailovic_dostojevski_s.jpg
Bele noći / Jadni ljudi,Fjodor Mihailovič Dostojevski,Klasici,https://laguna.rs/_img/korice/6713/bele_noci_jadni_ljudi-fjodor_mihailovic_dostojevski_s.jpg
Dnevnik jedne sobarice,Oktav Mirbo,Klasici,https://laguna.rs/_img/korice/6742/dnevnik_jedne_sobarice-oktav_mirbo_s.png
Crveno i crno,Stendal,Klasici,https://laguna.rs/_img/korice/6699/crveno_i_crno_s.png
Dejvid Koperfild,Čarls Dikens,Klasici,https://laguna.rs/_img/korice/6524/dejvid_koperfild-carls_dikens_s.png
Nepodnošljiva lakoća postojanja,Milan Kundera,Klasici,https://laguna.rs/_img/korice/6686/nepodnosljiva_lakoca_postojanja_s.png
Knjiga o džungli,Radjard Kipling,Klasici,https://laguna.rs/_img/korice/6660/knjiga_o_dzungli_s.png
Dostojevski - Komplet od 12 knjiga (tvrdi povez),Fjodor Mihailovič Dostojevski,Klasici,https://laguna.rs/_img/korice/6708/dostojevski_-_komplet_od_12_knjiga_tvrdi_povez-fjodor_mihailovic_dostojevski_s.jpg
Američka tragedija,Teodor Drajzer,Klasici,https://laguna.rs/_img/korice/6523/americka_tragedija-teodor_drajzer_s.jpg
Pod srpom i čekićem i druge priče,Ivan Aleksejevič Bunjin,Klasici,https://laguna.rs/_img/korice/6466/pod_srpom_i_cekicem_i_druge_price-ivan_aleksejevic_bunjin_s.png
Jadnici - II tom,Viktor Igo,Klasici,https://laguna.rs/_img/korice/6564/jadnici_-_ii_tom-viktor_igo_s.png
Jadnici - I tom,Viktor Igo,Klasici,https://laguna.rs/_img/korice/6563/jadnici_-_i_tom-viktor_igo_s.png
Pisma Mileni,Franc Kafka,Klasici,https://laguna.rs/_img/korice/6415/pisma_mileni-franc_kafka_s.png
Izgubljene iluzije,Onore de Balzak,Klasici,https://laguna.rs/_img/korice/6386/izgubljene_iluzije-onore_de_balzak_s.png
Vetar u vrbaku,Kenet Grejam,Klasici,https://laguna.rs/_img/korice/6479/vetar_u_vrbaku-kenet_grejam_s.png
Alisa u Zemlji čuda,Luis Kerol,Klasici,https://laguna.rs/_img/korice/6493/alisa_u_zemlji_cuda-luis_kerol_s.png
Dečaci Pavlove ulice,Ferenc Molnar,Klasici,https://laguna.rs/_img/korice/6387/decaci_pavlove_ulice-ferenc_molnar_s.png
Tko je taj čovjek?: Izvještaj o jednoj mogućnosti,Boris Dežulović,Istorijski triler,https://laguna.rs/_img/korice/6933/tko_je_taj_covjek_s.jpg
Na rubu ponora,Robert Heris,Istorijski triler,https://laguna.rs/_img/korice/6852/na_rubu_ponora-robert_heris_s.jpg
Dorćolski rekvijem,Dejan Stojiljković,Istorijski triler,https://laguna.rs/_img/korice/6824/dorcolski_rekvijem_s.png
Rizničar tajni,Zoran Petrović,Istorijski triler,https://laguna.rs/_img/korice/6608/riznicar_tajni-zoran_petrovic_s.png
Konstantinovo raskršće – strip,"Dejan Stojiljković,Dragan Paunović",Istorijski triler,https://laguna.rs/_img/korice/6488/konstantinovo_raskrsce-dejan_stojiljkovic-_dragan_paunovic_s.png
Serafim,Dejan Stojiljković,Istorijski triler,https://laguna.rs/_img/korice/6322/serafim-dejan_stojiljkovic_s.png
Utvare,Branislav Janković,Istorijski triler,https://laguna.rs/_img/korice/6316/utvare-branislav_jankovic_s.png
Konstantinovo raskršće – integralna verzija,Dejan Stojiljković,Istorijski triler,https://laguna.rs/_img/korice/6279/konstantinovo_raskrsce_integralna_verzija-dejan_stojiljkovic_s.png
Poslednja Danteova tajna,Đulio Leoni,Istorijski triler,https://laguna.rs/_img/korice/6209/poslednja_danteova_tajna-djulio_leoni_s.jpg
Anđeo tame,Kejleb Kar,Istorijski triler,https://laguna.rs/_img/korice/6061/andjeo_tame-kejleb_kar_s.png
Zvezda nad prazninom,Dejan Stojiljković,Istorijski triler,https://laguna.rs/_img/korice/5810/zvezda_nad_prazninom-dejan_stojiljkovic_s.jpg
Vizantijski sultan,Seldžuk Altun,Istorijski triler,https://laguna.rs/_img/korice/5774/vizantijski_sultan-seldzuk_altun_s.jpg
Rusalkin poljubac,Kejt Kvin,Istorijski triler,https://laguna.rs/_img/korice/5332/rusalkin_poljubac-kejt_kvin_s.jpg
Komplet - Romani godine,"Nejtan Hil,Elizabet Maknil,Tafi Brodeser-Akner",Istorijski triler,https://laguna.rs/_img/korice/5356/komplet_-_romani_godine-nejtan_hil-_elizabet_maknil-_tafi_brodeser-akner_s.jpg
Komplet - Pogled u prošlost,"Filip Ker,Luk Mekolin,Benjamin Monferat,Džesika Šatuk,Ralf Rotman,Mari Benedikt",Istorijski triler,https://laguna.rs/_img/korice/5345/komplet_-_pogled_u_proslost-filip_ker-_luk_mekolin-_benjamin_monferat-_dzesika_satuk-_ralf_rotman-_mari_benedikt_s.jpg
Omama,Slobodan Vladušić,Istorijski triler,https://laguna.rs/_img/korice/5129/omama-slobodan_vladusic_s.jpg
Vrt zagonetki,Antonio Garido,Istorijski triler,https://laguna.rs/_img/korice/5068/vrt_zagonetki-antonio_garido_s.jpg
Zidanje ambisa,Branislav Janković,Istorijski triler,https://laguna.rs/_img/korice/5058/zidanje_ambisa-branislav_jankovic_s.jpg
Kainov ožiljak – posebno izdanje sa dodatkom,"Dejan Stojiljković,Vladimir Kecmanović",Istorijski triler,https://laguna.rs/_img/korice/4547/kainov_oziljak_posebno_izdanje_sa_dodatkom-dejan_stojiljkovic-_vladimir_kecmanovic_s.jpg
Simfonija vremena,Alvaro Arbina,Istorijski triler,https://laguna.rs/_img/korice/4468/simfonija_vremena-alvaro_arbina_s.jpg
Kao biser u okeanu,Sara Lark,Istorijski,https://laguna.rs/_img/korice/6961/kao_biser_u_okeanu-sara_lark_s.png
Tko je taj čovjek?: Izvještaj o jednoj mogućnosti,Boris Dežulović,Istorijski,https://laguna.rs/_img/korice/6933/tko_je_taj_covjek_s.jpg
Noćni čuvar,Džejn En Filips,Istorijski,https://laguna.rs/_img/korice/6871/nocni_cuvar-dzejn_en_filips_s.jpg
Poštarka,Frančeska Đanone,Istorijski,https://laguna.rs/_img/korice/6845/postarka-franceska_djanone_s.jpg
Barmen iz „Rica“,Filip Kolen,Istorijski,https://laguna.rs/_img/korice/6780/barmen_iz_rica-filip_kolen_s.png
Večni cvet,Lejla Ibrahim,Istorijski,https://laguna.rs/_img/korice/6857/vecni_cvet-lejla_ibrahim_s.png
Tajna začina,Renita D’Silva,Istorijski,https://laguna.rs/_img/korice/6858/tajna_zacina-renita_dsilva_s.png
Pamtim sve,Milena Sekulić Odalović,Istorijski,https://laguna.rs/_img/korice/6848/pamtim_sve_s.jpg
Teheranske lavice,Mardžan Kamali,Istorijski,https://laguna.rs/_img/korice/6759/teheranske_lavice-mardzan_kamali_s.jpg
Kad zvona zaneme,Vlada Arsić,Istorijski,https://laguna.rs/_img/korice/6844/kad_zvona_zaneme-vlada_arsic_s.jpg
Dorćolski rekvijem,Dejan Stojiljković,Istorijski,https://laguna.rs/_img/korice/6824/dorcolski_rekvijem_s.png
Gorolom,Aleksandar Tešić,Istorijski,https://laguna.rs/_img/korice/6820/gorolom_s.jpg
Krojač,Jelena Bačić Alimpić,Istorijski,https://laguna.rs/_img/korice/6794/krojac-jelena_bacic_alimpic_s.jpg
"Nekada davno, kraj velike šume",Leo Vardijašvili,Istorijski,https://laguna.rs/_img/korice/6779/nekada_davno_kraj_velike_sume-leo_vardijasvili_s.jpg
Lotosove cipele,Džejn Jang,Istorijski,https://laguna.rs/_img/korice/6607/lotosove_cipele-dzejn_jang_s.png
Kuća na Rivijeri,Nataša Lester,Istorijski,https://laguna.rs/_img/korice/6716/kuca_na_rivijeri-natasa_lester_s.png
Nedovršena prošlost,Džulijan Felouz,Istorijski,https://laguna.rs/_img/korice/6683/nedovrsena_proslost-dzulijan_felouz_s.png
Zaboravljena legija,Ben Kejn,Istorijski,https://laguna.rs/_img/korice/6668/zaboravljena_legija-ben_kejn_s.png
Izabrana dela Dobrice Ćosića,Dobrica Ćosić,Istorijski,https://laguna.rs/_img/korice/6726/izabrana_dela_dobrice_cosica-dobrica_cosic_s.png
Paviljon ptica,Klelija Renuči,Istorijski,https://laguna.rs/_img/korice/6588/paviljon_ptica-klelija_renuci_s.png
Najkraća istorija Kine,Linda Džejvin,Istorija,https://laguna.rs/_img/korice/6976/najkraca_istorija_kine-linda_dzejvin_s.jpg
Lavirint zalutalih: Zapad i njegovi protivnici,Amin Maluf,Istorija,https://laguna.rs/_img/korice/6859/lavirint_zalutalih_zapad_i_njegovi_protivnici-amin_maluf_s.jpg
Najkraća istorija sveta,Dejvid Bejker,Istorija,https://laguna.rs/_img/korice/6883/najkraca_istorija_sveta_s.jpg
Kako je svet stvorio Zapad,Džozefina Kvin,Istorija,https://laguna.rs/_img/korice/6895/kako_je_svet_stvorio_zapad-dzozefina_kvin_s.png
Klasični svet u malim zalogajima,Mark Danijels,Istorija,https://laguna.rs/_img/korice/6882/klasicni_svet_u_malim_zalogajima_s.jpg
24 sata u svetu vikinga,Kirsten Volf,Istorija,https://laguna.rs/_img/korice/6867/24_sata_u_vikinskom_svetu-kirsten_volf_s.jpg
Tajna Novog Beograda – dopunjeno izdanje,"Zoran Lj. Nikolić,Mirko Radonjić",Istorija,https://laguna.rs/_img/korice/6837/tajna_novog_beograda_dopunjeno_izdanje-zoran_lj_nikolic-_mirko_radonjic_s.png
Dvor kneza Mihaila Obrenovića 1860–1868.,Nebojša Jovanović,Istorija,https://laguna.rs/_img/korice/6819/dvor_kneza_mihaila_obrenovica_18601868-nebojsa_jovanovic_s.jpg
Borgata,Luis Ferante,Istorija,https://laguna.rs/_img/korice/6765/borgata-luis_ferante_s.jpg
Najkraća istorija Indije,Džon Zubržicki,Istorija,https://laguna.rs/_img/korice/6803/najkraca_istorija_indije_s.jpg
Završnica 1944: Kako je Staljin dobio rat,Džonatan Dimblbi,Istorija,https://laguna.rs/_img/korice/6751/zavrsnica_1944_kako_je_staljin_dobio_rat-dzonatan_dimblbi_s.jpg
Stepska carstva,Kenet V. Harl,Istorija,https://laguna.rs/_img/korice/6743/stepska_carstva-kenet_v_harl_s.png
Alija: ulema ili balija?,"Darko Tanasković,Nenad Kecmanović",Istorija,https://laguna.rs/_img/korice/6637/alijaulema_ili_balija-darko_tanaskovic-_nenad_kecmanovic_s.png
Neksus,Juval Noa Harari,Istorija,https://laguna.rs/_img/korice/6596/neksus-juval_noa_harari_s.png
Vodič kroz ljubavnu istoriju Beograda – knjiga druga,Nenad Novak Stefanović,Istorija,https://laguna.rs/_img/korice/6629/vodic_kroz_ljubavnu_istoriju_beograda-nenad_novak_stefanovic_s.png
Bivši ljudi,Daglas Smit,Istorija,https://laguna.rs/_img/korice/6631/bivsi_ljudi-daglas_smit_s.png
Promenjena Zemlja,Piter Frankopan,Istorija,https://laguna.rs/_img/korice/6573/promenjena_zemlja-piter_frankopan_s.jpg
Vizantijski svet,Radivoj Radić,Istorija,https://laguna.rs/_img/korice/6567/vizantijski_svet_s.png
Harizma cara Dušana - istorija i pamćenje,Kosta Nikolić,Istorija,https://laguna.rs/_img/korice/6566/harizma_cara_dusana_-_istorija_i_pamcenje-kosta_nikolic_s.png
Upravljanje Kinom I - mek povez,Si Đinping,Istorija,https://laguna.rs/_img/korice/6589/upravljanje_kinom_i_-_mek_povez-si_djinping_s.jpg
Život 3.0,Maks Tegmark,Internet i računari,https://laguna.rs/_img/korice/4590/zivot_30-maks_tegmark_s.jpg
"Zdravo, svete",Hana Fraj,Internet i računari,https://laguna.rs/_img/korice/4402/zdravo_svete-hana_fraj_s.jpg
Sajberpsihologija,Katarina Kacer,Internet i računari,https://laguna.rs/_img/korice/4191/sajberpsihologija-katarina_kacer_s.jpg
20 igrica koje možeš da napraviš u skraču,Maks Vejnrajt,Internet i računari,https://laguna.rs/_img/korice/3713/20_igrica_koje_mozes_da_napravis_u_skracu-maks_vejnrajt_s.jpg
Digitalno zlato,Natanijel Poper,Internet i računari,https://laguna.rs/_img/korice/3666/digitalno_zlato-natanijel_poper_s.jpg
"Ilon Mask: Tesla, SpaceX i potraga za fantastičnom budućnošću",Ešli Vens,Internet i računari,https://laguna.rs/_img/korice/3639/ilon_mask_tesla_spacex_i_potraga_za_fantasticnom_buducnoscu-esli_vens_s.jpg
Zločini budućnosti,Mark Gudmen,Internet i računari,https://laguna.rs/_img/korice/3531/zlocini_buducnosti-mark_gudmen_s.jpg
"Haker, trol, uzbunjivač, špijun: mnoga lica Anonimusa",Gabrijela Kolman,Internet i računari,https://laguna.rs/_img/korice/3422/haker_trol_uzbunjivac_spijun_mnoga_lica_anonimusa-gabrijela_kolman_s.jpg
Nauči da programiraš,Maks Vejnrajt,Internet i računari,https://laguna.rs/_img/korice/3231/nauci_da_programiras-maks_vejnrajt_s.jpg
Silicijumska dolina – Digitalna revolucija iz prve ruke,Kristof Keze,Internet i računari,https://laguna.rs/_img/korice/2987/silicijumska_dolina-kristof_keze_s.jpg
Darknet – U digitalnom podzemlju,Džejmi Bartlet,Internet i računari,https://laguna.rs/_img/korice/3176/darknet_u_digitalnom_podzemlju-dzejmi_bartlet_s.jpg
Deep Web - Mračna strana interneta,Anonimus,Internet i računari,https://laguna.rs/_img/korice/2952/deep_web_-_mracna_strana_interneta-anonimus_s.jpg
PR [ljubavni roman],Aleksandar Ilić,Internet i računari,https://laguna.rs/_img/korice/2522/pr-aleksandar_ilic_s.jpg
"Bez skrovišta - Edvard Snouden, NSA i američka država nadzora",Glen Grinvald,Internet i računari,https://laguna.rs/_img/korice/2459/bez_skrovista-glen_grinvald_s.jpg
Stiv Džobs,Volter Ajzakson,Internet i računari,https://laguna.rs/_img/korice/1883/stiv_dzobs-volter_ajzakson_s.jpg
Komplet - Za neustrašive devojčice,"Grupa autora,Emili Hokins,Tom Adams,Suzi Lin,Ben Habard",Interaktivna knjiga,https://laguna.rs/_img/korice/5879/komplet_-_za_neustrasive_devojcice-grupa_autora-_emili_hokins-_tom_adams-_suzi_lin-_ben_habard_s.jpg
Slikovnica – Komplet - Moj mali svet,"Grupa autora,Olga Utkina,Hulijana Perdomo",Interaktivna knjiga,https://laguna.rs/_img/korice/5877/komplet_-_moj_mali_svet_s.jpg
Moje omiljene životinje – učimo reči,Olga Utkina,Interaktivna knjiga,https://laguna.rs/_img/korice/4266/moje_omiljene_zivotinje_ucimo_reci-olga_utkina_s.jpg
Komplet - Redovi koji iznenađuju,"Joakim Sander,Tomas Pinčon,Mark Gudmen,Jurij Gagarin",Interaktivna knjiga,https://laguna.rs/_img/korice/5335/komplet_-_redovi_koji_iznenadjuju-joakim_sander-_tomas_pincon-_mark_gudmen-_jurij_gagarin_s.jpg
Za pametnu bebu – učimo reči,Olga Utkina,Interaktivna knjiga,https://laguna.rs/_img/korice/4692/za_pametnu_bebu_ucimo_reci-olga_utkina_s.jpg
Svet životinja – učimo reči,Olga Utkina,Interaktivna knjiga,https://laguna.rs/_img/korice/4693/svet_zivotinja_ucimo_reci-olga_utkina_s.jpg
Moji prvi brojevi – učimo reči,Olga Utkina,Interaktivna knjiga,https://laguna.rs/_img/korice/4528/moji_prvi_brojevi_ucimo_reci-olga_utkina_s.jpg
Jednorozi – Interaktivna avantura,Grupa autora,Interaktivna knjiga,https://laguna.rs/_img/korice/4531/interaktivna_avantura_jednorozi-grupa_autora_s.jpg
Dinosaurusi – Interaktivna avantura,Grupa autora,Interaktivna knjiga,https://laguna.rs/_img/korice/4530/interaktivna_avantura_dinosaurusi-grupa_autora_s.jpg
Saznaj više - Ljudsko telo,Ana Klejborn,Interaktivna knjiga,https://laguna.rs/_img/korice/4085/saznaj_vise_-_ljudsko_telo-ana_klejborn_s.jpg
Ukrcajte se u Eureka ekspres,"Emili Hokins,Tom Adams",Interaktivna knjiga,https://laguna.rs/_img/korice/4049/ukrcajte_se_u_eureka_ekspre-emili_hokins-_tom_adams_s.jpg
Larousse – Kviz: Da li znaš?,Grupa autora,Interaktivna knjiga,https://laguna.rs/_img/korice/3786/larousse_kviz_da_li_znas-grupa_autora_s.jpg
Brzi vozovi,Lorela Flamini,Interaktivna knjiga,https://laguna.rs/_img/korice/2627/brzi_vozovi-lorela_flamini_s.jpg
Veseli kamioni,Lorela Flamini,Interaktivna knjiga,https://laguna.rs/_img/korice/2626/veseli_kamioni-lorela_flamini_s.jpg
Veliki buldožeri,Lorela Flamini,Interaktivna knjiga,https://laguna.rs/_img/korice/2625/veliki_buldozeri-lorela_flamini_s.jpg
Hrabri spasioci,Lorela Flamini,Interaktivna knjiga,https://laguna.rs/_img/korice/2624/hrabri_spasioci-lorela_flamini_s.jpg
Životinje - Enciklopedija s nalepnicama,Grupa autora,Interaktivna knjiga,https://laguna.rs/_img/korice/1970/zivotinje_-_enciklopedija_s_nalepnicama-grupa_autora_s.jpg
Dinosaurusi - Enciklopedija s nalepnicama,Grupa autora,Interaktivna knjiga,https://laguna.rs/_img/korice/1945/dinosaurusi_-_enciklopedija_s_nalepnicama-grupa_autora_s.jpg
Svemir - Enciklopedija s nalepnicama,Grupa autora,Interaktivna knjiga,https://laguna.rs/_img/korice/1944/svemir_-_enciklopedija_s_nalepnicama-grupa_autora_s.jpg
Okean - Enciklopedija s nalepnicama,Grupa autora,Interaktivna knjiga,https://laguna.rs/_img/korice/1943/okean_-_enciklopedija_s_nalepnicama-grupa_autora_s.jpg
Povrede na radu - Potpisan primerak,Marko Vidojković,Horor,https://laguna.rs/_img/korice/6679/povrede_na_radu_-_potpisan_primerak-marko_vidojkovic_s.png
Povrede na radu,Marko Vidojković,Horor,https://laguna.rs/_img/korice/6620/povrede_na_radu_s.png
Sama u noći,Trejsi Sijera,Horor,https://laguna.rs/_img/korice/6416/sama_u_noci-trejsi_sijera_s.png
Od šapata do vriska: Priče strave i fantastike,Goran Skrobonja,Horor,https://laguna.rs/_img/korice/6245/od_sapata_do_vriska-goran_skrobonja_s.jpg
Priznanja,Kanae Minato,Horor,https://laguna.rs/_img/korice/5999/priznanja-kanae_minato_s.jpg
Kuća noći,Ju Nesbe,Horor,https://laguna.rs/_img/korice/6212/kuca_noci-ju_nesbe_s.jpg
Poslednja kuća u ulici,Katriona Vord,Horor,https://laguna.rs/_img/korice/5842/poslednja_kuca_u_nepotrebnoj_ulici-katriona_vord_s.png
Đavolski dobar bluz,Ivan Nešić,Horor,https://laguna.rs/_img/korice/5648/djavolski_dobar_bluz-ivan_nesic_s.jpg
Christkind,Boris Dežulović,Horor,https://laguna.rs/_img/korice/5655/christkind-boris_dezulovic_s.jpg
Komplet - Fantastika,"Džordž R. R. Martin,Stiven Erikson,Džo Aberkrombi,Marlon Džejms",Horor,https://laguna.rs/_img/korice/5353/komplet_-_fantastika-dzordz_r_r_martin-_stiven_erikson-_dzo_aberkrombi-_marlon_dzejms_s.jpg
Sluz i žuč,Nenad Racković,Horor,https://laguna.rs/_img/korice/5268/sluz_i_zuc-nenad_rackovic_s.jpg
Kovid 19+,Marko Vidojković,Horor,https://laguna.rs/_img/korice/5185/kovid_19-marko_vidojkovic_s.jpg
Gavran i najbolje priče,Edgar Alan Po,Horor,https://laguna.rs/_img/korice/5086/gavran_i_najbolje_price-edgar_alan_po_s.jpg
Strah i njegov sluga,Mirjana Novaković,Horor,https://laguna.rs/_img/korice/1940/strah_i_njegov_sluga-mirjana_novakovic_s.jpg
Poslednja seansa,Agata Kristi,Horor,https://laguna.rs/_img/korice/4965/poslednja_seansa-agata_kristi_s.jpg
Grozničavi san,Džordž R. R. Martin,Horor,https://laguna.rs/_img/korice/4882/groznicavi_san-dzordz_r_r_martin_s.jpg
Đubre,Marko Vidojković,Horor,https://laguna.rs/_img/korice/4862/djubre-marko_vidojkovic_s.jpg
Bljuzga u podne,Predrag Ličina,Horor,https://laguna.rs/_img/korice/4836/bljuzga_u_podne-predrag_licina_s.jpg
Frankenštajn ili Moderni Prometej,Meri Šeli,Horor,https://laguna.rs/_img/korice/4629/frankenstajn_ili_moderni_prometej-meri_seli_s.jpg
Alijenista,Kejleb Kar,Horor,https://laguna.rs/_img/korice/69/alijenista-kejleb_kar_s.jpg
Preživeti haos,Zorica Tomić,Filozofija,https://laguna.rs/_img/korice/6481/preziveti_haos_s.png
Oteti Zapad ili Tragedija Srednje Evrope,Milan Kundera,Filozofija,https://laguna.rs/_img/korice/6163/oteti_zapad_ili_tragedija_srednje_evrope-milan_kundera_s.jpg
Vladalac,Nikolo Makijaveli,Filozofija,https://laguna.rs/_img/korice/6193/vladalac-nikolo_makijaveli_s.png
Zarobljeni um,Česlav Miloš,Filozofija,https://laguna.rs/_img/korice/5998/zarobljeni_um-ceslav_milos_s.png
